street;housenumber;postcode;suburb;city;lon;lat;full
Eberswalder Straße; 4; 10437; Prenzlauer Berg; Berlin; 13.4059763; 52.5407766
Eberswalder Straße; 5; 10437; Prenzlauer Berg; Berlin; 13.4062702; 52.5408282
Eberswalder Straße; 6-9; 10437; Prenzlauer Berg; Berlin; 13.4068973; 52.5409259
Cantianstraße; 13; 10437; Prenzlauer Berg; Berlin; 13.4107120; 52.5455650
Cantianstraße; 14; 10437; Prenzlauer Berg; Berlin; 13.4106144; 52.5457303
Cantianstraße; 15; 10437; Prenzlauer Berg; Berlin; 13.4104960; 52.5458786
Cantianstraße; 16; 10437; Prenzlauer Berg; Berlin; 13.4103914; 52.5461414
Rhinower Straße; 12; 10437; Prenzlauer Berg; Berlin; 13.4095521; 52.5477515
Rhinower Straße; 12A; 10437; Prenzlauer Berg; Berlin; 13.4095054; 52.5475688
Rhinower Straße; 7; 10437; Prenzlauer Berg; Berlin; 13.4097458; 52.5486834
Rhinower Straße; 8; 10437; Prenzlauer Berg; Berlin; 13.4097124; 52.5484499
Rhinower Straße; 9; 10437; Prenzlauer Berg; Berlin; 13.4096757; 52.5482997
Kopenhagener Straße; 37; 10437; Prenzlauer Berg; Berlin; 13.4010820; 52.5482896
Kopenhagener Straße; 38A; 10437; Prenzlauer Berg; Berlin; 13.4013860; 52.5483321
Kopenhagener Straße; 39; 10437; Prenzlauer Berg; Berlin; 13.4016326; 52.5483496
Kopenhagener Straße; 40; 10437; Prenzlauer Berg; Berlin; 13.4018914; 52.5483846
Kopenhagener Straße; 41; 10437; Prenzlauer Berg; Berlin; 13.4021462; 52.5484121
Kopenhagener Straße; 42; 10437; Prenzlauer Berg; Berlin; 13.4024625; 52.5484296
Kopenhagener Straße; 43; 10437; Prenzlauer Berg; Berlin; 13.4027666; 52.5484620
Kopenhagener Straße; 44; 10437; Prenzlauer Berg; Berlin; 13.4030254; 52.5484895
Kopenhagener Straße; 45; 10437; Prenzlauer Berg; Berlin; 13.4032966; 52.5485145
Kopenhagener Straße; 46; 10437; Prenzlauer Berg; Berlin; 13.4035431; 52.5485420
Kopenhagener Straße; 47; 10437; Prenzlauer Berg; Berlin; 13.4038308; 52.5485570
Kopenhagener Straße; 48; 10437; Prenzlauer Berg; Berlin; 13.4040732; 52.5485820
Kopenhagener Straße; 49; 10437; Prenzlauer Berg; Berlin; 13.4044183; 52.5486094
Wichertstraße; 10; 10439; Prenzlauer Berg; Berlin; 13.4174344; 52.5496670
Rodenbergstraße; 16; 10439; Prenzlauer Berg; Berlin; 13.4181752; 52.5503857
Rodenbergstraße; 18; 10439; Prenzlauer Berg; Berlin; 13.4185384; 52.5502385
Greifenhagener Straße; 20; 10437; Prenzlauer Berg; Berlin; 13.4168780; 52.5491833
Rodenbergstraße; 20; 10439; Prenzlauer Berg; Berlin; 13.4189823; 52.5501403
Greifenhagener Straße; 21; 10437; Prenzlauer Berg; Berlin; 13.4169818; 52.5493305
Rodenbergstraße; 21; 10439; Prenzlauer Berg; Berlin; 13.4168722; 52.5509396
Greifenhagener Straße; 22; 10437; Prenzlauer Berg; Berlin; 13.4170567; 52.5494883
Rodenbergstraße; 23; 10439; Prenzlauer Berg; Berlin; 13.4170971; 52.5508905
Greifenhagener Straße; 24; 10437; Prenzlauer Berg; Berlin; 13.4177486; 52.5502350
Greifenhagener Straße; 25; 10437; Prenzlauer Berg; Berlin; 13.4178869; 52.5504208
Rodenbergstraße; 25; 10439; Prenzlauer Berg; Berlin; 13.4172816; 52.5508379
Scherenbergstraße; 25; 10439; Prenzlauer Berg; Berlin; 13.4190342; 52.5500071
Greifenhagener Straße; 26; 10437; Prenzlauer Berg; Berlin; 13.4182512; 52.5507839
Scherenbergstraße; 26; 10439; Prenzlauer Berg; Berlin; 13.4188901; 52.5498388
Greifenhagener Straße; 27; 10437; Prenzlauer Berg; Berlin; 13.4183665; 52.5509409
Rodenbergstraße; 27; 10439; Prenzlauer Berg; Berlin; 13.4175237; 52.5507924
Scherenbergstraße; 27; 10439; Prenzlauer Berg; Berlin; 13.4187690; 52.5496916
Greifenhagener Straße; 27A; 10437; Prenzlauer Berg; Berlin; 13.4184980; 52.5510853
Rodenbergstraße; 29; 10439; Prenzlauer Berg; Berlin; 13.4181847; 52.5506611
Rodenbergstraße; 3; 10439; Prenzlauer Berg; Berlin; 13.4148371; 52.5514023
Rodenbergstraße; 31; 10439; Prenzlauer Berg; Berlin; 13.4184171; 52.5505778
Rodenbergstraße; 33; 10439; Prenzlauer Berg; Berlin; 13.4186155; 52.5505805
Rodenbergstraße; 33A; 10439; Prenzlauer Berg; Berlin; 13.4187863; 52.5505287
Rodenbergstraße; 35; 10439; Prenzlauer Berg; Berlin; 13.4189782; 52.5504569
Rodenbergstraße; 37; 10439; Prenzlauer Berg; Berlin; 13.4191861; 52.5503178
Greifenhagener Straße; 41; 10437; Prenzlauer Berg; Berlin; 13.4180887; 52.5511605
Rodenbergstraße; 41; 10439; Prenzlauer Berg; Berlin; 13.4201411; 52.5499615
Greifenhagener Straße; 41A; 10437; Prenzlauer Berg; Berlin; 13.4179849; 52.5510237
Greifenhagener Straße; 42; 10437; Prenzlauer Berg; Berlin; 13.4178408; 52.5508029
Greifenhagener Straße; 43; 10437; Prenzlauer Berg; Berlin; 13.4175936; 52.5505065
Rodenbergstraße; 43; 10439; Prenzlauer Berg; Berlin; 13.4203833; 52.5498634
Greifenhagener Straße; 43A; 10437; Prenzlauer Berg; Berlin; 13.4174762; 52.5503642
Greifenhagener Straße; 44; 10437; Prenzlauer Berg; Berlin; 13.4173471; 52.5502097
Greifenhagener Straße; 45; 10437; Prenzlauer Berg; Berlin; 13.4169086; 52.5496671
Greifenhagener Straße; 47; 10437; Prenzlauer Berg; Berlin; 13.4166762; 52.5493182
Rodenbergstraße; 5; 10439; Prenzlauer Berg; Berlin; 13.4150965; 52.5513287
Wichertstraße; 63; 10439; Prenzlauer Berg; Berlin; 13.4186537; 52.5496390
Wichertstraße; 64; 10439; Prenzlauer Berg; Berlin; 13.4181118; 52.5498108
Wichertstraße; 65; 10439; Prenzlauer Berg; Berlin; 13.4176678; 52.5499685
Rodenbergstraße; 7; 10439; Prenzlauer Berg; Berlin; 13.4154021; 52.5512551
Rodenbergstraße; 9; 10439; Prenzlauer Berg; Berlin; 13.4156212; 52.5512095
Erich-Weinert-Straße; 29; 10439; Prenzlauer Berg; Berlin; 13.4188712; 52.5512519
Erich-Weinert-Straße; 30; 10439; Prenzlauer Berg; Berlin; 13.4186671; 52.5510674
Erich-Weinert-Straße; 32; 10439; Prenzlauer Berg; Berlin; 13.4189882; 52.5509514
Erich-Weinert-Straße; 34; 10439; Prenzlauer Berg; Berlin; 13.4191897; 52.5508834
Erich-Weinert-Straße; 36; 10439; Prenzlauer Berg; Berlin; 13.4193813; 52.5508152
Erich-Weinert-Straße; 37; 10439; Prenzlauer Berg; Berlin; 13.4198537; 52.5509148
Erich-Weinert-Straße; 38; 10439; Prenzlauer Berg; Berlin; 13.4195862; 52.5507502
Greifenhagener Straße; 29; 10437; Prenzlauer Berg; Berlin; 13.4188675; 52.5516247
Kuglerstraße; 31; 10439; Prenzlauer Berg; Berlin; 13.4195910; 52.5521223
Kuglerstraße; 32; 10439; Prenzlauer Berg; Berlin; 13.4194125; 52.5519631
Kuglerstraße; 33; 10439; Prenzlauer Berg; Berlin; 13.4198410; 52.5520644
Kuglerstraße; 40; 10439; Prenzlauer Berg; Berlin; 13.4204546; 52.5517175
Kuglerstraße; 44; 10439; Prenzlauer Berg; Berlin; 13.4213169; 52.5514806
Kuglerstraße; 45; 10439; Prenzlauer Berg; Berlin; 13.4215358; 52.5516630
Kuglerstraße; 47; 10439; Prenzlauer Berg; Berlin; 13.4218427; 52.5515823
Kuglerstraße; 53; 10439; Prenzlauer Berg; Berlin; 13.4225968; 52.5513947
Kuglerstraße; 55; 10439; Prenzlauer Berg; Berlin; 13.4229152; 52.5513228
Kuglerstraße; 63; 10439; Prenzlauer Berg; Berlin; 13.4238889; 52.5510415
Kuglerstraße; 59; 10439; Prenzlauer Berg; Berlin; 13.4235960; 52.5511532
Kuglerstraße; 60; 10439; Prenzlauer Berg; Berlin; 13.4233550; 52.5509376
Kuglerstraße; 61; 10439; Prenzlauer Berg; Berlin; 13.4237342; 52.5510933
Kuglerstraße; 62; 10439; Prenzlauer Berg; Berlin; 13.4235311; 52.5508815
Kuglerstraße; 64; 10439; Prenzlauer Berg; Berlin; 13.4236840; 52.5508271
Kuglerstraße; 65; 10439; Prenzlauer Berg; Berlin; 13.4240547; 52.5509906
Kuglerstraße; 66; 10439; Prenzlauer Berg; Berlin; 13.4238259; 52.5507807
Kuglerstraße; 68; 10439; Prenzlauer Berg; Berlin; 13.4243939; 52.5506001
Kuglerstraße; 69; 10439; Prenzlauer Berg; Berlin; 13.4247216; 52.5507716
Kuglerstraße; 70; 10439; Prenzlauer Berg; Berlin; 13.4245324; 52.5505561
Kuglerstraße; 71; 10439; Prenzlauer Berg; Berlin; 13.4249503; 52.5506880
Kuglerstraße; 72; 10439; Prenzlauer Berg; Berlin; 13.4246770; 52.5505118
Kuglerstraße; 76; 10439; Prenzlauer Berg; Berlin; 13.4253295; 52.5503020
Kuglerstraße; 77; 10439; Prenzlauer Berg; Berlin; 13.4255889; 52.5504979
Kuglerstraße; 78; 10439; Prenzlauer Berg; Berlin; 13.4254993; 52.5502475
Kuglerstraße; 79; 10439; Prenzlauer Berg; Berlin; 13.4258231; 52.5504103
Kuglerstraße; 80; 10439; Prenzlauer Berg; Berlin; 13.4256597; 52.5501945
Kuglerstraße; 81; 10439; Prenzlauer Berg; Berlin; 13.4260337; 52.5503454
Kuglerstraße; 82; 10439; Prenzlauer Berg; Berlin; 13.4258456; 52.5501387
Kuglerstraße; 83A; 10439; Prenzlauer Berg; Berlin; 13.4263103; 52.5505215
Kuglerstraße; 83C; 10439; Prenzlauer Berg; Berlin; 13.4265038; 52.5506957
Kuglerstraße; 83B; 10439; Prenzlauer Berg; Berlin; 13.4264068; 52.5506078
Kuglerstraße; 83D; 10439; Prenzlauer Berg; Berlin; 13.4265785; 52.5507609
Kuglerstraße; 83E; 10439; Prenzlauer Berg; Berlin; 13.4269139; 52.5506171
Kuglerstraße; 83F; 10439; Prenzlauer Berg; Berlin; 13.4268468; 52.5505520
Kuglerstraße; 83G; 10439; Prenzlauer Berg; Berlin; 13.4267430; 52.5504596
Kuglerstraße; 83H; 10439; Prenzlauer Berg; Berlin; 13.4266261; 52.5503482
Kuglerstraße; 85; 10439; Prenzlauer Berg; Berlin; 13.4266170; 52.5501693
Gudvanger Straße; 30; 10439; Prenzlauer Berg; Berlin; 13.4255766; 52.5506538
Gudvanger Straße; 52; 10439; Prenzlauer Berg; Berlin; 13.4269374; 52.5518634
Schivelbeiner Straße; 34; 10439; Prenzlauer Berg; Berlin; 13.4085718; 52.5508595
Schivelbeiner Straße; 35; 10439; Prenzlauer Berg; Berlin; 13.4089209; 52.5508339
Dunckerstraße; 86; 10437; Prenzlauer Berg; Berlin; 13.4196924; 52.5415537
Oderberger Straße; 5; 10435; Prenzlauer Berg; Berlin; 13.4106876; 52.5383610
Erich-Weinert-Straße; 1; 10439; Prenzlauer Berg; Berlin; 13.4148100; 52.5521521
Erich-Weinert-Straße; 1; 10439; Prenzlauer Berg; Berlin; 13.4147550; 52.5521850
Greifswalder Straße; 80A; 10405; Prenzlauer Berg; Berlin; 13.4379429; 52.5391851
Heinz-Kapelle-Straße; 10; 10407; Prenzlauer Berg; Berlin; 13.4413783; 52.5332038
Kniprodestraße; 109; 10407; Prenzlauer Berg; Berlin; 13.4428124; 52.5331803
Kniprodestraße; 109a; 10407; Prenzlauer Berg; Berlin; 13.4425851; 52.5330376
Heinz-Kapelle-Straße; 11; 10407; Prenzlauer Berg; Berlin; 13.4417097; 52.5332959
Kniprodestraße; 110; 10407; Prenzlauer Berg; Berlin; 13.4424219; 52.5329360
Kniprodestraße; 110a; 10407; Prenzlauer Berg; Berlin; 13.4422683; 52.5328397
Kniprodestraße; 111; 10407; Prenzlauer Berg; Berlin; 13.4420409; 52.5327001
Kniprodestraße; 111a; 10407; Prenzlauer Berg; Berlin; 13.4418531; 52.5325838
Heinz-Kapelle-Straße; 12; 10407; Prenzlauer Berg; Berlin; 13.4415727; 52.5331054
Heinz-Kapelle-Straße; 2; 10407; Prenzlauer Berg; Berlin; 13.4405310; 52.5336810
Heinz-Kapelle-Straße; 4; 10407; Prenzlauer Berg; Berlin; 13.4407572; 52.5335702
Heinz-Kapelle-Straße; 5; 10407; Prenzlauer Berg; Berlin; 13.4410111; 52.5336854
Hans-Otto-Straße; 50; 10407; Prenzlauer Berg; Berlin; 13.4394913; 52.5335935
Hans-Otto-Straße; 52; 10407; Prenzlauer Berg; Berlin; 13.4397801; 52.5337744
Hans-Otto-Straße; 54; 10407; Prenzlauer Berg; Berlin; 13.4399957; 52.5339329
Hans-Otto-Straße; 56; 10407; Prenzlauer Berg; Berlin; 13.4401379; 52.5340430
Hans-Otto-Straße; 58; 10407; Prenzlauer Berg; Berlin; 13.4403050; 52.5341628
Heinz-Kapelle-Straße; 6; 10407; Prenzlauer Berg; Berlin; 13.4409363; 52.5334225
Hans-Otto-Straße; 60; 10407; Prenzlauer Berg; Berlin; 13.4405355; 52.5343653
Heinz-Kapelle-Straße; 7; 10407; Prenzlauer Berg; Berlin; 13.4412251; 52.5335785
Heinz-Kapelle-Straße; 8; 10407; Prenzlauer Berg; Berlin; 13.4411457; 52.5333182
Heinz-Kapelle-Straße; 9; 10407; Prenzlauer Berg; Berlin; 13.4414469; 52.5334177
Ostseestraße; 1; 10409; Prenzlauer Berg; Berlin; 13.4308373; 52.5513830
Ostseestraße; 3; 10409; Prenzlauer Berg; Berlin; 13.4311564; 52.5512552
Ostseestraße; 5; 10409; Prenzlauer Berg; Berlin; 13.4314625; 52.5511359
Syringenweg; 12; 10407; Prenzlauer Berg; Berlin; 13.4589811; 52.5312139
Syringenweg; 7; 10407; Prenzlauer Berg; Berlin; 13.4579481; 52.5313585
Ostseestraße; 23; 10409; Prenzlauer Berg; Berlin; 13.4325089; 52.5505928
Ostseestraße; 25; 10409; Prenzlauer Berg; Berlin; 13.4343123; 52.5498854
Ostseestraße; 45; 10409; Prenzlauer Berg; Berlin; 13.4355088; 52.5493942
Ostseestraße; 47; 10409; Prenzlauer Berg; Berlin; 13.4357081; 52.5493127
Ostseestraße; 49; 10409; Prenzlauer Berg; Berlin; 13.4359184; 52.5492341
Ostseestraße; 18; 10409; Prenzlauer Berg; Berlin; 13.4323699; 52.5498998
Ostseestraße; 26; 10409; Prenzlauer Berg; Berlin; 13.4330813; 52.5496149
Ostseestraße; 26A; 10409; Prenzlauer Berg; Berlin; 13.4333065; 52.5495743
Ostseestraße; 28; 10409; Prenzlauer Berg; Berlin; 13.4338492; 52.5493529
Ostseestraße; 61; 10409; Prenzlauer Berg; Berlin; 13.4372304; 52.5487215
Ostseestraße; 67; 10409; Prenzlauer Berg; Berlin; 13.4378506; 52.5484835
Ostseestraße; 77; 10409; Prenzlauer Berg; Berlin; 13.4386916; 52.5481918
Ostseestraße; 81; 10409; Prenzlauer Berg; Berlin; 13.4391794; 52.5479977
Ostseestraße; 69; 10409; Prenzlauer Berg; Berlin; 13.4381556; 52.5485824
Ostseestraße; 71; 10409; Prenzlauer Berg; Berlin; 13.4383132; 52.5486999
Ostseestraße; 73; 10409; Prenzlauer Berg; Berlin; 13.4388165; 52.5484901
Ostseestraße; 75; 10409; Prenzlauer Berg; Berlin; 13.4386786; 52.5483630
Paul-Grasse-Straße; 1; 10409; Prenzlauer Berg; Berlin; 13.4354188; 52.5503189
Paul-Grasse-Straße; 12; 10409; Prenzlauer Berg; Berlin; 13.4361089; 52.5493882
Paul-Grasse-Straße; 14; 10409; Prenzlauer Berg; Berlin; 13.4362723; 52.5495434
Paul-Grasse-Straße; 15; 10409; Prenzlauer Berg; Berlin; 13.4368438; 52.5498759
Paul-Grasse-Straße; 16; 10409; Prenzlauer Berg; Berlin; 13.4366204; 52.5496309
Paul-Grasse-Straße; 18; 10409; Prenzlauer Berg; Berlin; 13.4368595; 52.5495469
Paul-Grasse-Straße; 19; 10409; Prenzlauer Berg; Berlin; 13.4372209; 52.5497405
Paul-Grasse-Straße; 2; 10409; Prenzlauer Berg; Berlin; 13.4353806; 52.5500461
Paul-Grasse-Straße; 23; 10409; Prenzlauer Berg; Berlin; 13.4379805; 52.5495191
Paul-Grasse-Straße; 24; 10409; Prenzlauer Berg; Berlin; 13.4377932; 52.5492144
Paul-Grasse-Straße; 25; 10409; Prenzlauer Berg; Berlin; 13.4382394; 52.5494435
Paul-Grasse-Straße; 26; 10409; Prenzlauer Berg; Berlin; 13.4379974; 52.5491462
Paul-Grasse-Straße; 27; 10409; Prenzlauer Berg; Berlin; 13.4386119; 52.5493868
Paul-Grasse-Straße; 28; 10409; Prenzlauer Berg; Berlin; 13.4382255; 52.5490695
Paul-Grasse-Straße; 33; 10409; Prenzlauer Berg; Berlin; 13.4394342; 52.5491429
Paul-Grasse-Straße; 34; 10409; Prenzlauer Berg; Berlin; 13.4393360; 52.5486917
Paul-Grasse-Straße; 35; 10409; Prenzlauer Berg; Berlin; 13.4397599; 52.5489905
Paul-Grasse-Straße; 36; 10409; Prenzlauer Berg; Berlin; 13.4395463; 52.5486194
Paul-Grasse-Straße; 37; 10409; Prenzlauer Berg; Berlin; 13.4400104; 52.5489104
Paul-Grasse-Straße; 38; 10409; Prenzlauer Berg; Berlin; 13.4397537; 52.5485503
Paul-Grasse-Straße; 4; 10409; Prenzlauer Berg; Berlin; 13.4355649; 52.5499823
Paul-Grasse-Straße; 41; 10409; Prenzlauer Berg; Berlin; 13.4357174; 52.5497305
Paul-Grasse-Straße; 43; 10409; Prenzlauer Berg; Berlin; 13.4355738; 52.5495930
Paul-Grasse-Straße; 6; 10409; Prenzlauer Berg; Berlin; 13.4357510; 52.5499146
Hosemannstraße; 22; 10409; Prenzlauer Berg; Berlin; 13.4401026; 52.5480214
Hosemannstraße; 36; 10409; Prenzlauer Berg; Berlin; 13.4397709; 52.5483123
Hosemannstraße; 37; 10409; Prenzlauer Berg; Berlin; 13.4396581; 52.5481979
Hosemannstraße; 38; 10409; Prenzlauer Berg; Berlin; 13.4395443; 52.5480755
Hosemannstraße; 27; 10409; Prenzlauer Berg; Berlin; 13.4408129; 52.5485209
Hosemannstraße; 30A; 10409; Prenzlauer Berg; Berlin; 13.4415542; 52.5482680
Hosemannstraße; 31; 10409; Prenzlauer Berg; Berlin; 13.4411269; 52.5488693
Hosemannstraße; 33A; 10409; Prenzlauer Berg; Berlin; 13.4418846; 52.5486088
Hosemannstraße; 39; 10409; Prenzlauer Berg; Berlin; 13.4383708; 52.5469410
Hosemannstraße; 42; 10409; Prenzlauer Berg; Berlin; 13.4380596; 52.5466124
Hosemannstraße; 13; 10409; Prenzlauer Berg; Berlin; 13.4375977; 52.5454751
Hosemannstraße; 13A; 10409; Prenzlauer Berg; Berlin; 13.4377355; 52.5455332
Hosemannstraße; 14A; 10409; Prenzlauer Berg; Berlin; 13.4379838; 52.5457904
Hosemannstraße; 15; 10409; Prenzlauer Berg; Berlin; 13.4380372; 52.5459268
Hosemannstraße; 15A; 10409; Prenzlauer Berg; Berlin; 13.4381674; 52.5460641
Hosemannstraße; 43; 10409; Prenzlauer Berg; Berlin; 13.4378037; 52.5471460
Hosemannstraße; 46; 10409; Prenzlauer Berg; Berlin; 13.4374856; 52.5468146
Hosemannstraße; 47; 10409; Prenzlauer Berg; Berlin; 13.4372250; 52.5473482
Hosemannstraße; 50; 10409; Prenzlauer Berg; Berlin; 13.4369093; 52.5470139
Naugarder Straße; 15; 10409; Prenzlauer Berg; Berlin; 13.4376286; 52.5448876
Naugarder Straße; 16; 10409; Prenzlauer Berg; Berlin; 13.4375560; 52.5450305
Naugarder Straße; 17; 10409; Prenzlauer Berg; Berlin; 13.4376975; 52.5451605
Grellstraße; 11; 10409; Prenzlauer Berg; Berlin; 13.4306489; 52.5441927
Grellstraße; 11A; 10409; Prenzlauer Berg; Berlin; 13.4307265; 52.5441159
Grellstraße; 11B; 10409; Prenzlauer Berg; Berlin; 13.4305299; 52.5440645
Grellstraße; 12; 10409; Prenzlauer Berg; Berlin; 13.4309710; 52.5440531
Grellstraße; 13; 10409; Prenzlauer Berg; Berlin; 13.4311273; 52.5439943
Grellstraße; 14; 10409; Prenzlauer Berg; Berlin; 13.4313463; 52.5439055
Grellstraße; 15; 10409; Prenzlauer Berg; Berlin; 13.4316175; 52.5437850
Grellstraße; 18; 10409; Prenzlauer Berg; Berlin; 13.4329876; 52.5432039
Hosemannstraße; 3; 10409; Prenzlauer Berg; Berlin; 13.4351427; 52.5430017
Hosemannstraße; 3A; 10409; Prenzlauer Berg; Berlin; 13.4352313; 52.5431032
Grellstraße; 4; 10409; Prenzlauer Berg; Berlin; 13.4290550; 52.5448858
Hosemannstraße; 4; 10409; Prenzlauer Berg; Berlin; 13.4353200; 52.5432015
Grellstraße; 5; 10409; Prenzlauer Berg; Berlin; 13.4291595; 52.5447790
Grellstraße; 5A; 10409; Prenzlauer Berg; Berlin; 13.4290299; 52.5446716
Grellstraße; 5B; 10409; Prenzlauer Berg; Berlin; 13.4290119; 52.5445683
Grellstraße; 5C; 10409; Prenzlauer Berg; Berlin; 13.4291303; 52.5445120
Grellstraße; 6; 10409; Prenzlauer Berg; Berlin; 13.4295560; 52.5445992
Grellstraße; 6A; 10409; Prenzlauer Berg; Berlin; 13.4294331; 52.5444951
Grellstraße; 6B; 10409; Prenzlauer Berg; Berlin; 13.4292703; 52.5444523
Grellstraße; 7; 10409; Prenzlauer Berg; Berlin; 13.4297415; 52.5445883
Grellstraße; 8; 10409; Prenzlauer Berg; Berlin; 13.4298875; 52.5445230
Grellstraße; 9; 10409; Prenzlauer Berg; Berlin; 13.4301582; 52.5444077
Grellstraße; 9A; 10409; Prenzlauer Berg; Berlin; 13.4300946; 52.5443772
Grellstraße; 9B; 10409; Prenzlauer Berg; Berlin; 13.4300659; 52.5442665
Grellstraße; 9C; 10409; Prenzlauer Berg; Berlin; 13.4298932; 52.5440647
Grellstraße; 9D; 10409; Prenzlauer Berg; Berlin; 13.4300822; 52.5439834
Grellstraße; 9E; 10409; Prenzlauer Berg; Berlin; 13.4302591; 52.5439031
Grellstraße; 1A; 10409; Prenzlauer Berg; Berlin; 13.4281411; 52.5452918
Grellstraße; 1B; 10409; Prenzlauer Berg; Berlin; 13.4283825; 52.5451905
Grellstraße; 2; 10409; Prenzlauer Berg; Berlin; 13.4284052; 52.5450106
Grellstraße; 24; 10409; Prenzlauer Berg; Berlin; 13.4349803; 52.5424912
Grellstraße; 3; 10409; Prenzlauer Berg; Berlin; 13.4288429; 52.5449785
Gubitzstraße; 17B; 10409; Prenzlauer Berg; Berlin; 13.4353985; 52.5466147
Gubitzstraße; 17C; 10409; Prenzlauer Berg; Berlin; 13.4356720; 52.5469083
Grellstraße; 78; 10409; Prenzlauer Berg; Berlin; 13.4298016; 52.5454906
Prenzlauer Allee; 176A; 10409; Prenzlauer Berg; Berlin; 13.4273873; 52.5455542
Prenzlauer Allee; 177; 10409; Prenzlauer Berg; Berlin; 13.4273387; 52.5454146
Prenzlauer Allee; 177A; 10409; Prenzlauer Berg; Berlin; 13.4272795; 52.5452496
Prenzlauer Allee; 90; 10409; Prenzlauer Berg; Berlin; 13.4285802; 52.5459751
Prenzlauer Allee; 178; 10409; Prenzlauer Berg; Berlin; 13.4271220; 52.5448198
Prenzlauer Allee; 86b; 10405; Prenzlauer Berg; Berlin; 13.4277609; 52.5445361
Prenzlauer Allee; 87; 10405; Prenzlauer Berg; Berlin; 13.4278393; 52.5447402
Prenzlauer Allee; 88; 10405; Prenzlauer Berg; Berlin; 13.4278872; 52.5449146
Prenzlauer Allee; 89; 10405; Prenzlauer Berg; Berlin; 13.4279997; 52.5451918
Prenzlauer Allee; 104; 10409; Prenzlauer Berg; Berlin; 13.4293836; 52.5481541
Prenzlauer Allee; 105; 10409; Prenzlauer Berg; Berlin; 13.4293767; 52.5483891
Prenzlauer Allee; 109; 10409; Prenzlauer Berg; Berlin; 13.4295981; 52.5488791
Prenzlauer Allee; 110; 10409; Prenzlauer Berg; Berlin; 13.4301785; 52.5489669
Prenzlauer Allee; 114; 10409; Prenzlauer Berg; Berlin; 13.4309342; 52.5487196
Prenzlauer Allee; 116; 10409; Prenzlauer Berg; Berlin; 13.4313230; 52.5487236
Prenzlauer Allee; 121; 10409; Prenzlauer Berg; Berlin; 13.4317018; 52.5491768
Prenzlauer Allee; 122; 10409; Prenzlauer Berg; Berlin; 13.4297636; 52.5491534
Prenzlauer Allee; 126; 10409; Prenzlauer Berg; Berlin; 13.4300062; 52.5496496
Prenzlauer Allee; 127; 10409; Prenzlauer Berg; Berlin; 13.4305462; 52.5496023
Prenzlauer Allee; 131; 10409; Prenzlauer Berg; Berlin; 13.4313035; 52.5493581
Prenzlauer Allee; 169; 10409; Prenzlauer Berg; Berlin; 13.4282800; 52.5476752
Prenzlauer Allee; 170; 10409; Prenzlauer Berg; Berlin; 13.4281866; 52.5474723
Prenzlauer Allee; 171; 10409; Prenzlauer Berg; Berlin; 13.4281119; 52.5473117
Prenzlauer Allee; 172; 10409; Prenzlauer Berg; Berlin; 13.4280078; 52.5470683
Storkower Straße; 32; 10409; Prenzlauer Berg; Berlin; 13.4429001; 52.5394391
Storkower Straße; 42; 10409; Prenzlauer Berg; Berlin; 13.4432142; 52.5389860
Storkower Straße; 50; 10409; Prenzlauer Berg; Berlin; 13.4444646; 52.5389319
Storkower Straße; 56; 10409; Prenzlauer Berg; Berlin; 13.4448367; 52.5386699
Storkower Straße; 81; 10409; Prenzlauer Berg; Berlin; 13.4481883; 52.5379988
Prenzlauer Allee; 50; 10405; Prenzlauer Berg; Berlin; 13.4236819; 52.5376635
Danziger Straße; 22; 10435; Prenzlauer Berg; Berlin; 13.4165889; 52.5400972
Hufelandstraße; 13; 10407; Prenzlauer Berg; Berlin; 13.4314954; 52.5322853
Prenzlauer Promenade; 50; 13089; Heinersdorf; Berlin; 13.4277062; 52.5633888
Prenzlauer Promenade; 58; 13089; Heinersdorf; Berlin; 13.4273912; 52.5646475
Prenzlauer Promenade; 59; 13089; Heinersdorf; Berlin; 13.4275696; 52.5660101
Conrad-Blenkle-Straße; 42; 10407; Prenzlauer Berg; Berlin; 13.4444348; 52.5329447
Conrad-Blenkle-Straße; 43; 10407; Prenzlauer Berg; Berlin; 13.4445693; 52.5328191
Conrad-Blenkle-Straße; 44; 10407; Prenzlauer Berg; Berlin; 13.4447036; 52.5326935
Marienburger Straße; 6; 10405; Prenzlauer Berg; Berlin; 13.4238770; 52.5348733
Marienburger Straße; 12; 10405; Prenzlauer Berg; Berlin; 13.4252053; 52.5343895
Marienburger Straße; 8; 10405; Prenzlauer Berg; Berlin; 13.4242626; 52.5347131
Marienburger Straße; 9; 10405; Prenzlauer Berg; Berlin; 13.4245238; 52.5346221
Marienburger Straße; 7; 10405; Prenzlauer Berg; Berlin; 13.4240748; 52.5347773
Marienburger Straße; 11; 10405; Prenzlauer Berg; Berlin; 13.4249666; 52.5344710
Marienburger Straße; 2; 10405; Prenzlauer Berg; Berlin; 13.4228673; 52.5351909
Greifswalder Straße; 4; 10405; Prenzlauer Berg; Berlin; 13.4252639; 52.5286794
Marienburger Straße; 4; 10405; Prenzlauer Berg; Berlin; 13.4233792; 52.5350172
Marienburger Straße; 5; 10405; Prenzlauer Berg; Berlin; 13.4234781; 52.5349839
Marienburger Straße; 3; 10405; Prenzlauer Berg; Berlin; 13.4232366; 52.5350644
